,EvaluationTime,Gender,RestaurantName,MenuName,Taste,Plating,AmbienceDate,AmbienceFamily,AmbienceAlone,AmbienceAlcohol,AmbienceFriend,Service,Cleanness,Cost
229,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
230,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
231,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
232,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
233,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
234,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
235,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
236,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
237,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
238,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
239,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
240,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
241,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
242,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
243,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
244,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
245,2023/11/23 7:14:26 오후 GMT+9,2,고기듬뿍대왕비빔밥,꿀갈비비빔밥,3,1,9,9,2,9,4,2,2,3
246,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
247,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
248,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
249,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
250,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
251,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
252,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
253,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
254,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
255,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
256,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
257,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
258,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
259,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
260,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
261,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
262,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
263,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
264,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
265,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
266,2023/11/28 11:47:11 오후 GMT+9,1,백정육회,육회,1,1,9,9,9,9,9,9,9,9
267,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
268,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
269,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
270,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
271,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
272,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
273,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
274,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
275,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
276,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
277,2023/11/21 11:27:00 오후 GMT+9,2,손시스시,손시스시A,2,1,0,1,2,9,4,1,2,2
278,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
279,2023/11/28 11:47:11 오후 GMT+9,1,백정육회,육회,1,1,9,9,9,9,9,9,9,9
280,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
281,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
282,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
283,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
284,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
285,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
286,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
287,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
288,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
289,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
290,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
291,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
292,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
293,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
294,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
295,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
296,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
297,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
298,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
299,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
300,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
301,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
302,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
303,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
304,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
305,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
306,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
307,2023/11/21 11:27:00 오후 GMT+9,2,손시스시,손시스시A,2,1,0,1,2,9,4,1,2,2
308,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
309,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
310,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
311,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
312,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
313,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
314,2023/11/21 7:46:26 오후 GMT+9,2,용용선생,마라전골,1,2,0,9,9,9,4,1,1,3
315,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
316,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
317,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
318,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
319,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
320,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
321,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
322,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
323,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
324,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
325,2023/11/21 7:46:26 오후 GMT+9,2,용용선생,마라전골,1,2,0,9,9,9,4,1,1,3
326,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
327,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
328,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
329,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
330,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
331,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
332,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
333,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
334,2023/11/21 7:42:44 오후 GMT+9,2,돈까스에빠지다,치즈돈까스반상,2,1,9,9,9,9,4,2,2,4
335,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
336,2023/11/21 7:44:31 오후 GMT+9,2,해쉬,목살플레이트,1,1,0,1,9,9,4,3,2,1
337,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
338,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
339,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
340,2023/11/21 7:44:31 오후 GMT+9,2,해쉬,목살플레이트,1,1,0,1,9,9,4,3,2,1
341,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
342,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
343,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
344,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
345,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
346,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
347,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
348,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
349,2023/11/22 8:59:12 오전 GMT+9,2,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
350,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
351,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
352,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
353,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
354,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
355,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
356,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
357,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
358,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
359,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
360,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
361,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
362,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
363,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
364,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
365,2023/11/21 7:42:44 오후 GMT+9,2,돈까스에빠지다,치즈돈까스반상,2,1,9,9,9,9,4,2,2,4
366,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
367,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
368,2023/11/21 11:27:00 오후 GMT+9,2,손시스시,손시스시A,2,1,0,1,2,9,4,1,2,2
369,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
370,2023/11/21 7:46:26 오후 GMT+9,2,용용선생,마라전골,1,2,0,9,9,9,4,1,1,3
371,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
372,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
373,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
374,2023/11/21 7:46:26 오후 GMT+9,2,용용선생,마라전골,1,2,0,9,9,9,4,1,1,3
375,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
376,2023/11/22 8:59:12 오전 GMT+9,2,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
377,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
378,2023/11/22 8:59:12 오전 GMT+9,2,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
379,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
380,2023/11/21 7:44:31 오후 GMT+9,2,해쉬,목살플레이트,1,1,0,1,9,9,4,3,2,1
381,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
382,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
383,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
384,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
385,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
386,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
387,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
388,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
389,2023/11/21 11:27:00 오후 GMT+9,2,손시스시,손시스시A,2,1,0,1,2,9,4,1,2,2
390,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
391,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
392,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
393,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
394,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
395,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
396,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
397,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
398,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
399,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
400,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
401,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
402,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
403,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
404,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
405,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
406,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
407,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
408,2023/11/28 11:47:11 오후 GMT+9,1,백정육회,육회,1,1,9,9,9,9,9,9,9,9
409,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
410,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
411,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
412,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
413,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
414,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
415,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
416,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
417,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
418,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
419,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
420,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
421,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
422,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
423,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
424,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
425,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
426,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
427,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
428,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
429,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
430,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
431,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
432,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
433,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
434,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
435,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
436,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
437,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
438,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
439,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
440,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
441,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
442,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
443,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
444,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
445,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
446,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
447,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
448,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
449,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
450,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
451,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
452,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
453,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
454,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
455,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
456,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
457,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
458,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
459,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
460,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
461,2023/11/22 8:59:12 오전 GMT+9,2,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
