,EvaluationTime,Gender,RestaurantName,MenuName,Taste,Plating,AmbienceDate,AmbienceFamily,AmbienceAlone,AmbienceAlcohol,AmbienceFriend,Service,Cleanness,Cost
2186,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
2187,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
2188,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
2189,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
2190,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
2191,2023/11/28 11:47:11 오후 GMT+9,1,백정육회,육회,1,1,9,9,9,9,9,9,9,9
2192,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
2193,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
2194,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
2195,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
2196,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
2197,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
2198,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
2199,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
2200,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
2201,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
2202,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
2203,2023/11/23 7:14:26 오후 GMT+9,2,고기듬뿍대왕비빔밥,꿀갈비비빔밥,3,1,9,9,2,9,4,2,2,3
2204,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
2205,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
2206,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
2207,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
2208,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
2209,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
2210,2023/11/21 7:44:31 오후 GMT+9,2,해쉬,목살플레이트,1,1,0,1,9,9,4,3,2,1
2211,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
2212,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
2213,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
2214,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
2215,2023/11/21 11:27:00 오후 GMT+9,2,손시스시,손시스시A,2,1,0,1,2,9,4,1,2,2
2216,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
2217,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
2218,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
2219,2023/11/22 8:59:12 오전 GMT+9,2,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
2220,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
2221,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
2222,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
2223,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
2224,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
2225,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
2226,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
2227,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
2228,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
2229,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
2230,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
2231,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
2232,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
2233,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
2234,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
2235,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
2236,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
2237,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
2238,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
2239,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
2240,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
2241,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
2242,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
2243,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
2244,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
2245,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
2246,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
2247,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
2248,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
2249,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
2250,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
2251,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
2252,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
2253,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
2254,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
2255,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
2256,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
2257,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
2258,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
2259,2023/11/23 7:14:26 오후 GMT+9,2,고기듬뿍대왕비빔밥,꿀갈비비빔밥,3,1,9,9,2,9,4,2,2,3
2260,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
2261,2023/11/21 8:28:33 오후 GMT+9,2,88식당,대창덮밥,1,1,0,1,9,9,4,3,1,1
2262,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
2263,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
2264,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
2265,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
2266,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
2267,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
2268,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
2269,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
2270,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
2271,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
2272,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
2273,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
2274,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
2275,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
2276,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
2277,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
2278,2023/11/22 8:59:12 오전 GMT+9,2,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
2279,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
2280,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
2281,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
2282,2023/11/21 7:44:31 오후 GMT+9,2,해쉬,목살플레이트,1,1,0,1,9,9,4,3,2,1
2283,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
2284,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
2285,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
2286,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
2287,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
2288,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
2289,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
2290,2023/11/21 11:24:49 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,0,9,9,9,4,2,2,3
2291,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
2292,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
2293,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
2294,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
2295,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
2296,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
2297,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
2298,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
2299,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
2300,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
2301,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
2302,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
2303,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
2304,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
2305,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
2306,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
2307,2023/11/21 8:39:28 오후 GMT+9,2,에이바이트키친,상하이크림파스타,1,1,9,9,9,9,4,1,2,3
2308,2023/11/21 9:58:17 오후 GMT+9,1,꽃뚜껑,삼겹살,3,1,9,9,9,9,4,2,2,3
2309,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
2310,2023/11/21 8:02:03 오후 GMT+9,1,돈우리,차돌된장찌개,3,1,9,9,2,3,4,1,1,4
2311,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
2312,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
2313,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
2314,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
2315,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
2316,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
2317,2023/11/28 11:43:44 오후 GMT+9,1,길가네국밥,돼지국밥,2,9,9,9,2,9,9,9,9,4
2318,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
2319,2023/11/22 8:59:12 오전 GMT+9,2,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
2320,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
2321,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
2322,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
2323,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
2324,2023/11/28 11:44:30 오후 GMT+9,1,장군찜닭,제육볶음,2,9,9,9,9,9,4,9,9,3
2325,2023/11/28 11:50:36 오후 GMT+9,1,돈우리,차돌된장찌개,2,1,9,9,2,9,4,9,9,9
2326,2023/11/23 7:12:59 오후 GMT+9,2,돈우리,차돌된장찌개,3,1,9,1,2,9,4,2,2,3
2327,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
2328,2023/11/21 7:48:04 오후 GMT+9,2,해피치즈스마일,로제떡볶이,1,2,0,9,9,9,4,1,2,4
2329,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
2330,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
2331,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
2332,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
2333,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
2334,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
2335,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
2336,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
2337,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
2338,2023/11/21 11:24:21 오후 GMT+9,2,에이바이트키친,항정살덮밥,1,1,0,9,9,9,4,2,2,3
2339,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
2340,2023/11/28 11:45:17 오후 GMT+9,1,장군찜닭,제육볶음,1,9,9,9,9,9,4,9,9,3
2341,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
2342,2023/11/21 8:32:21 오후 GMT+9,1,장군찜닭,제육볶음,1,1,9,9,9,9,4,1,1,3
2343,2023/11/21 7:40:51 오후 GMT+9,2,손시스시,손시스시A,1,1,0,9,9,9,4,2,3,3
2344,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
2345,2023/11/21 9:27:24 오후 GMT+9,2,카츠디나인,안심돈까스,1,1,0,9,9,9,4,1,2,2
2346,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
2347,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
2348,2023/11/28 11:43:06 오후 GMT+9,1,가보뚝배기,뚝배기,1,9,9,9,2,9,4,9,9,3
2349,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
2350,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
2351,2023/11/21 7:46:26 오후 GMT+9,2,용용선생,마라전골,1,2,0,9,9,9,4,1,1,3
2352,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
2353,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
2354,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
2355,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
2356,2023/11/23 7:13:56 오후 GMT+9,2,도리집,도리덮밥,3,1,9,9,2,9,4,1,2,3
2357,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
2358,2023/11/21 8:27:49 오후 GMT+9,2,유비칼국수,칼국수,3,1,9,1,9,3,4,1,1,4
2359,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
2360,2023/11/21 8:29:49 오후 GMT+9,2,찐궁물 김치찌개,김치찌개,2,9,9,9,9,9,9,3,3,4
2361,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
2362,2023/11/22 9:13:30 오전 GMT+9,2,돈우리,차돌된장찌개,3,9,9,9,9,9,4,9,9,3
2363,2023/11/21 7:58:11 오후 GMT+9,1,영남동,영남동,1,1,0,9,2,9,4,9,1,3
2364,2023/11/28 11:46:45 오후 GMT+9,1,몽짬뽕,몽짬뽕,1,9,9,9,9,9,4,9,9,3
2365,2023/11/20 8:59:22 오후 GMT+9,1,영대 학식,영대 돈까스,1,9,9,9,2,9,4,9,9,4
2366,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
2367,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
2368,2023/11/28 11:48:43 오후 GMT+9,1,길가네국밥,돼지국밥,3,1,9,9,2,9,4,3,9,3
2369,2023/11/22 8:58:02 오전 GMT+9,2,경산소찌개,소찌개,1,1,9,9,2,3,4,1,1,4
2370,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
2371,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
2372,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
2373,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
2374,2023/11/21 10:26:59 오후 GMT+9,1,오칠구,김치말이냉국수,4,3,0,1,2,3,4,3,3,4
2375,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
2376,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
2377,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
2378,2023/11/21 8:27:30 오후 GMT+9,1,온어데일리,누텔라 아이스크림,4,3,9,1,9,9,9,3,3,4
2379,2023/11/23 7:13:27 오후 GMT+9,2,동궁찜닭,황금찜닭,2,1,9,1,9,9,4,2,2,3
2380,2023/11/21 8:02:45 오후 GMT+9,1,맺음,뭉티기,3,3,0,9,9,3,4,2,3,3
2381,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
2382,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
2383,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
2384,2023/11/21 8:43:16 오후 GMT+9,1,착한찜닭,찜닭,3,1,9,9,9,9,4,3,2,4
2385,2023/11/28 11:45:11 오후 GMT+9,1,돈까스에빠지다,돈까스,1,9,9,9,9,9,4,9,9,3
2386,2023/11/21 10:26:52 오후 GMT+9,1,카츠디나인,등심돈까스,1,1,0,1,2,9,4,2,2,4
2387,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
2388,2023/11/28 11:45:44 오후 GMT+9,1,후라이드참잘하는집,후라이드치킨,1,9,9,9,9,9,9,9,9,4
2389,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
2390,2023/11/21 9:17:05 오후 GMT+9,1,카츠디나인,돈까스,1,1,0,9,9,9,4,2,1,3
2391,2023/11/21 11:19:21 오후 GMT+9,2,영대 막창,뒷고기,1,1,9,1,9,3,9,9,9,3
2392,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
2393,2023/11/21 8:28:30 오후 GMT+9,1,몽짬뽕,몽짬뽕,2,1,9,9,2,9,4,1,2,3
2394,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
2395,2023/11/23 7:12:28 오후 GMT+9,2,에이바이트키친,항정살 덮밥,4,1,0,9,9,9,4,2,2,4
2396,2023/11/28 11:43:47 오후 GMT+9,1,오칠구,김치말이냉국수,1,9,9,9,9,9,4,1,9,4
2397,2023/11/21 7:44:31 오후 GMT+9,2,해쉬,목살플레이트,1,1,0,1,9,9,4,3,2,1
2398,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
2399,2023/11/23 7:15:01 오후 GMT+9,2,돈까스에빠지다,돈까스,2,1,9,9,2,9,4,1,2,3
2400,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
2401,2023/11/22 12:12:29 오전 GMT+9,2,자야,매콤크림우동,1,1,0,9,9,9,4,1,2,3
2402,2023/11/28 11:49:12 오후 GMT+9,1,타이짬뽕,타이짬뽕,2,1,9,9,9,9,4,9,9,9
2403,2023/11/21 8:30:22 오후 GMT+9,1,1058면,갈비동,3,1,9,9,2,9,9,1,2,3
2404,2023/11/21 7:51:12 오후 GMT+9,2,오김뒷,볶음밥,1,1,9,9,9,3,4,1,1,3
2405,2023/11/22 8:58:41 오전 GMT+9,2,돈우리,차돌된장찌개,1,9,9,9,2,9,4,9,9,4
2406,2023/11/28 11:45:48 오후 GMT+9,1,동궁찜닭,황금찜닭,2,1,0,9,9,9,4,1,9,3
2407,2023/11/21 8:06:34 오후 GMT+9,2,홍대함바그,갈비,3,1,9,9,2,9,4,9,9,3
2408,2023/11/21 8:55:14 오후 GMT+9,2,청춘양식당,샐러드파스타,1,3,0,9,9,9,9,3,2,4
2409,2023/11/23 7:14:26 오후 GMT+9,2,고기듬뿍대왕비빔밥,꿀갈비비빔밥,3,1,9,9,2,9,4,2,2,3
2410,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
2411,2023/11/22 11:38:29 오전 GMT+9,1,로키맥주,가라야게,1,1,0,9,9,3,4,1,1,3
2412,2023/11/21 11:16:27 오후 GMT+9,2,백정육회,육회,1,1,9,9,9,3,9,1,1,2
2413,2023/11/21 11:19:43 오후 GMT+9,2,카츠디나인,안심 카츠,1,1,0,9,9,9,4,1,2,4
